SourceFolder,Scenario,Dataset,Rep,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
D4_Poisson,D4,Dataset 4,9,Poisson,60502.15788398295,0.01,99,99,3.206128721254921,9.081169561650311,6362.209463596344
D4_Poisson,D4,Dataset 4,2,Poisson,59543.84040321055,0.01,99,99,4.133006199433397,10.542268730531212,6363.853078126907
D4_Poisson,D4,Dataset 4,7,Poisson,62625.492193426704,0.01,99,99,3.276289314486826,9.703944124042753,7412.748380422592
D4_Poisson,D4,Dataset 4,15,Poisson,60428.95987253994,0.01,99,99,3.460592146519121,10.16679149672418,5157.762116193771
D4_Poisson,D4,Dataset 4,16,Poisson,59450.193631318834,0.01,99,99,3.126008150211713,8.73379257517662,4968.415710449219
D4_Poisson,D4,Dataset 4,18,Poisson,59868.43304854838,0.01,99,99,3.316961513677432,10.85499724376277,4969.46913599968
D4_Poisson,D4,Dataset 4,19,Poisson,59877.38586957935,0.01,99,99,3.402205888001716,11.692682102649991,4992.142361879349
D4_Poisson,D4,Dataset 4,17,Poisson,60432.62494969956,0.01,99,99,2.992775387638084,8.83996539738582,5459.413894176483
D4_ZINB,D4,Dataset 4,2,ZINB,384.20018155808793,0.01,99,99,7.446997781849914,13.865177764621327,3663.51775932312
D4_ZINB,D4,Dataset 4,6,ZINB,500.2852830713528,0.01,99,99,7.67275350441159,13.71853471944778,3699.576974391937
D4_ZINB,D4,Dataset 4,7,ZINB,548.2070097984542,0.01,99,99,7.130812067527622,12.362089616175211,3715.366495847702
D4_ZINB,D4,Dataset 4,14,ZINB,468.9374596249254,0.01,99,99,8.161494199325615,13.07498061896039,3729.0891556739807
D4_ZINB,D4,Dataset 4,1,ZINB,599.9294056498475,0.01,99,99,8.119220321177801,14.725640177454617,3742.419074773789
D4_ZINB,D4,Dataset 4,10,ZINB,506.8617243468034,0.01,99,99,7.11076497563559,12.133674030727706,3748.4207022190094
D4_ZINB,D4,Dataset 4,4,ZINB,473.9932641465566,0.01,99,99,8.129248836972177,15.188175340207817,3737.794975757599
D4_ZINB,D4,Dataset 4,11,ZINB,499.2204699918366,0.01,99,99,7.387809962445501,12.871974674964433,3740.32011795044
D4_ZINB,D4,Dataset 4,8,ZINB,457.2954877941957,0.01,99,99,8.152138242053546,14.3802866842583,3767.917964935303
D4_ZINB,D4,Dataset 4,0,ZINB,487.1262307104189,0.01,99,99,7.481870175748205,15.960578673235428,3762.27344584465
D4_ZINB,D4,Dataset 4,5,ZINB,396.4580115665449,0.01,99,99,7.559857215880354,13.003454020660136,3803.935017824173
D4_ZINB,D4,Dataset 4,3,ZINB,562.9060298152763,0.01,99,99,7.416810334871483,12.773298959323435,3849.831879615784
D4_ZINB,D4,Dataset 4,12,ZINB,523.4751455293153,0.01,99,99,7.884147646382447,13.25760941732733,3851.204327583313
D4_ZINB,D4,Dataset 4,9,ZINB,471.0970094686927,0.01,99,99,7.696994363976321,13.809297997473912,3903.992503166199
D4_ZINB,D4,Dataset 4,13,ZINB,536.5109608969942,0.01,99,99,7.835730797345127,13.572268854985296,3901.405735254288
D4_ZINB,D4,Dataset 4,15,ZINB,456.5828211941698,0.01,99,99,7.67556005719102,13.425495726749064,3593.892962217331
D4_ZINB,D4,Dataset 4,18,ZINB,458.649602957521,0.01,99,99,7.556449308506075,13.418662546551786,3639.793053627014
D4_ZINB,D4,Dataset 4,16,ZINB,528.3888341418351,0.01,99,99,8.127299243148158,15.549973111295545,3683.245757579804
D4_ZINB,D4,Dataset 4,19,ZINB,515.8109769667499,0.01,99,99,7.858042753929939,14.33470167705818,3725.309294939041
D4_ZINB,D4,Dataset 4,17,ZINB,476.597759646349,0.01,99,99,8.084003358483468,15.289698390536063,3756.366481781006
D4_ZIP,D4,Dataset 4,12,ZIP,13384.31993598264,0.01,99,99,5.912388237618319,11.676991329529844,3845.3509573936462
D4_ZIP,D4,Dataset 4,3,ZIP,13164.4894823277,0.01,99,99,5.740629710255437,11.541594731346413,3870.150135278702
D4_ZIP,D4,Dataset 4,2,ZIP,12633.272762893248,0.01,99,99,5.8501314281714105,13.366505726652392,3901.271295070648
D4_ZIP,D4,Dataset 4,5,ZIP,12950.956394795372,0.01,99,99,6.45724391250817,12.44445426603341,3948.298727989197
D4_ZIP,D4,Dataset 4,10,ZIP,13711.596605803628,0.01,99,99,6.045517456300781,11.050290240775212,4046.124820947647
D4_ZIP,D4,Dataset 4,14,ZIP,14169.356044522894,0.01,99,99,6.378883762700063,12.590938158663624,4062.077918052673
D4_ZIP,D4,Dataset 4,6,ZIP,13583.390355780151,0.01,99,99,6.068431328583187,12.773167335873586,4093.481435537338
D4_ZIP,D4,Dataset 4,11,ZIP,12822.394291664184,0.01,99,99,6.579377011709665,13.366413211984026,4121.71880030632
D4_ZIP,D4,Dataset 4,8,ZIP,13014.378739017033,0.01,99,99,5.650134027601752,12.671707206871355,4144.007049798965
D4_ZIP,D4,Dataset 4,4,ZIP,13980.96197230897,0.01,99,99,5.785905488346194,12.288172721360752,4138.496626377106
D4_ZIP,D4,Dataset 4,0,ZIP,12641.560767930569,0.01,99,99,5.70859762694689,12.085577052387812,4148.969529390335
D4_ZIP,D4,Dataset 4,1,ZIP,13229.476502839578,0.01,99,99,5.650719793865456,13.038548165782409,4222.687283277512
D4_ZIP,D4,Dataset 4,7,ZIP,13829.53979583562,0.01,99,99,6.182305345850182,13.901876335489211,4232.068032503128
D4_ZIP,D4,Dataset 4,13,ZIP,13063.606615747893,0.01,99,99,6.074266098531709,12.703078453443595,4261.322140693665
D4_ZIP,D4,Dataset 4,9,ZIP,12891.368359864411,0.01,99,99,5.131346280554268,12.368068290993676,4405.483119487762
D4_ZIP,D4,Dataset 4,15,ZIP,13024.788949003543,0.01,99,99,6.529932391229192,14.16272715448431,3907.8593513965607
D4_ZIP,D4,Dataset 4,18,ZIP,13452.749277882598,0.01,99,99,5.635788084382916,11.496296065913336,3948.858139038086
D4_ZIP,D4,Dataset 4,16,ZIP,12733.326531336656,0.01,99,99,5.797338642541265,11.057078306058248,4085.9171500206
D4_ZIP,D4,Dataset 4,17,ZIP,12649.397605142818,0.01,99,99,6.695305455659929,14.974844828029742,4108.204070806503
D4_ZIP,D4,Dataset 4,19,ZIP,13334.31245189716,0.01,99,99,6.3340230121595065,12.90630243811756,4255.167523860931
D4_Z_plus_P_plus_NB,D4,Dataset 4,1,Z+P+NB,96.30822544802504,0.01,99,99,2.066444843484358,6.0409898672704,3005.882746219635
D4_Z_plus_P_plus_NB,D4,Dataset 4,2,Z+P+NB,59.31792733845941,0.01,99,99,2.043728080188921,6.015010924071248,3063.087005853653
D4_Z_plus_P_plus_NB,D4,Dataset 4,0,Z+P+NB,32.09898614314443,0.01,99,99,1.8152587912896485,5.51116803484183,3048.406058073044
D4_Z_plus_P_plus_NB,D4,Dataset 4,4,Z+P+NB,27.65376550248766,0.01,99,99,2.3160111067257763,6.940083446503558,3959.6685121059418
D4_Z_plus_P_plus_NB,D4,Dataset 4,14,Z+P+NB,45.80251045915065,0.01,99,99,2.2574629017849794,6.884966262720987,4010.336587905884
D4_Z_plus_P_plus_NB,D4,Dataset 4,11,Z+P+NB,37.52000704071543,0.01,99,99,1.9239701127445008,5.34802606533194,4122.372807502747
D4_Z_plus_P_plus_NB,D4,Dataset 4,5,Z+P+NB,27.92452184477588,0.01,99,99,2.167088960200687,6.553167319683416,4131.944754838944
D4_Z_plus_P_plus_NB,D4,Dataset 4,7,Z+P+NB,60.933817425742745,0.01,99,99,2.2151348001521782,5.370507063050171,4206.626222848892
D4_Z_plus_P_plus_NB,D4,Dataset 4,9,Z+P+NB,48.05688320583431,0.01,99,99,2.054454246678329,5.168734246588425,4239.651877403259
D4_Z_plus_P_plus_NB,D4,Dataset 4,10,Z+P+NB,21.27478199232428,0.01,99,99,2.203629746875547,6.718202074605502,4241.104144096375
D4_Z_plus_P_plus_NB,D4,Dataset 4,13,Z+P+NB,37.49149018895696,0.01,99,99,2.3015393171219256,6.118383386053028,4237.186939716339
D4_Z_plus_P_plus_NB,D4,Dataset 4,8,Z+P+NB,34.30933480837848,0.01,99,99,2.0167000945758917,6.017177186152549,4249.579804182053
D4_Z_plus_P_plus_NB,D4,Dataset 4,6,Z+P+NB,39.34694160765503,0.01,99,99,2.298896590483374,6.680010008448151,4303.894832849503
D4_Z_plus_P_plus_NB,D4,Dataset 4,3,Z+P+NB,48.42933605069993,0.01,99,99,2.035404772907225,6.415143611992243,4333.155572414398
D4_Z_plus_P_plus_NB,D4,Dataset 4,12,Z+P+NB,45.62233496971021,0.01,99,99,2.0100735180906604,5.762432566794449,4347.147649526596
D4_Z_plus_P_plus_NB,D4,Dataset 4,15,Z+P+NB,56.746913558177766,0.01,99,99,2.132495239388046,5.828160273787215,3099.5175545215607
D4_Z_plus_P_plus_NB,D4,Dataset 4,16,Z+P+NB,37.35303994323476,0.01,99,99,2.2800827349853323,5.902750199587896,3067.914530992508
D4_Z_plus_P_plus_NB,D4,Dataset 4,17,Z+P+NB,54.86917625012575,0.01,99,99,2.1381476978796963,5.121502785001939,3103.091202259064
D4_Z_plus_P_plus_NB,D4,Dataset 4,18,Z+P+NB,30.17686154659896,0.01,99,99,2.010329019265059,5.255791559431236,3064.905316591263
D4_Z_plus_P_plus_NB,D4,Dataset 4,19,Z+P+NB,68.30657295690617,0.01,99,99,1.6701858277199495,5.301856997111461,3063.9924778938293
